,v1,v2,corr
472,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),212.1Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคตะวันออกเฉียงเหนือ),-0.8078021898504651
473,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),212.2Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาตใต้ชายแดน),-0.5969526757062042
474,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),212.3Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคเหนือ),-0.8224797855094232
475,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),212.4Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (เชียงใหม่),-0.6064458554460106
476,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),212.5Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (นครราชสีมา),-0.426960611080094
477,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),213Y: อัตราส่วนแพทย์ต่อประชากร (คน/แพทย์ 1 คน),-0.9159871140767464
478,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),-0.2307440325347445
479,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),22Y: การลงทุนเพื่อการวิจัยและพัฒนา (มูลค่าการลงทุนเพื่อการวิจัยและพัฒนา),0.7833813474070114
480,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),24Y: สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศ (ค่าความเข้มการใช้พลังงานขั้นสุดท้าย) สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศลดลงจาก 8.22 เป็น 7.70 พันตันเทียบเท่าน้ามันดิบ/พันล้านบาท ในปี 2564,-0.8250693518611322
481,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),27Y: สัดส่วนการใช้พลังงานทดแทนต่อปริมาณการใช้พลังงานขั้นสุดท้ายเพิ่มขึ้นจากร้อยละ 12.94 เป็นร้อยละ 17.34 ในปี 2564,0.6882972109731827
482,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),28Y: สัดส่วนการใช้ก๊าซธรรมชาติในการผลิตไฟฟ้าลดลงจากร้อยละ  65 เป็นร้อยละ 47 ใน ปี 2564,-0.6171741457561049
483,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),37Y: อัตราผู้เสียชีวิตจากอุบัติเหตุทางถนน (คนต่อประชากร 1 แสนคน) ,-0.011459891770720366
484,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),39Y: อัตราส่วนของครัวเรือนที่ใช้อินเทอร์เน็ต (ร้อยละ) ,0.6935425595324066
485,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),40Y: สัดส่วนผลิตภัณฑ์มวลรวมของวิสาหกิจขนาดกลางและขนาดย่อมต่อผลิตภัณฑ์มวลรวมในประเทศ ,0.8334851693173999
486,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),46Y: สัดส่วนการส่งออกของวิสาหกิจขนาดกลางและขนาดย่อมต่อการส่งออกรวมของประเทศ,0.7930494415269271
487,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),69Y: อัตราการฆ่าตัวตายสำเร็จต่อประชากรแสนคนลดลง,0.08584137714851689
488,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),79Y: อัตราเงินเฟ้อระยะปานกลางอยู่ที่ร้อยละ 2.5 ± 1.5,-0.2633583879111178
489,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),80Y: หนี้สาธารณะคงค้าง ณ สิ้นแผนพัฒนาฯ ฉบับที่ 12 ไม่เกินร้อยละ 55 ของผลิตภัณฑ์มวลรวมในประเทศ,-0.9833145500721905
490,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),81Y: ดุลบัญชีเดินสะพัดไม่เกินร้อยละ 2 ต่อผลิตภัณฑ์มวลรวมในประเทศ,0.5684185025982086
491,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),84Y: สัดส่วนพื้นที่ป่าไม้เป็นร้อยละ 40 ของพื้นที่ประเทศ,-0.07513718485764928
492,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),91.1Y: มูลค่าความเสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.028496708973374134
493,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),91.2Y: พื้นที่เสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.0391476445410301
494,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),"92Y: พื้นที่ชลประทานเพิ่มขึ้นปีละ 350,000 ไร่",-0.5301526806888623
495,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),95Y: คุณภาพอากาศในพื้นที่วิกฤติหมอกควันได้รับการแก้ไขและมีค่าอยู่ในเกณฑ์มาตรฐาน (ร้อยละจำนวนวันที่ PM10 ใน 9 จังหวัดภาคเหนืออยู่ในเกณฑ์มาตรฐาน),0.5214007656324765
496,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),102.1Y: จำนวนผู้เสียชีวิตจากภัยธรรมชาติลดลง,0.33252588527965876
497,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),102.2Y: มูลค่าความเสียหายจากภัยธรรมชาติลดลง,-0.05282186189708827
498,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),102.3Y: ค่าใช้จ่ายในการชดเชยผู้ได้รับผลกระทบจากภัยพิบัติในพื้นที่เสี่ยงภัยซ้าซากลดลง,0.4551461600750488
499,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),103Y: สัดส่วนค่าใช้จ่ายการลงทุนเพื่อการวิจัยและพัฒนาเพิ่มสู่ร้อยละ 1.5 ของผลิตภัณฑ์มวลรวมในประเทศ,0.7849339012265645
500,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),104Y: สัดส่วนการลงทุนวิจัยและพัฒนาของภาคเอกชนต่อภาครัฐ เพิ่มเป็น 70:30,0.7276537034215129
501,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),"106Y: จำนวนบุคลากรด้านการวิจัยและพัฒนาเพิ่มเป็น 25 คนต่อประชากร 10,000 คน",0.8666364734289763
502,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),113.1Y: มูลค่าการค้าระหว่างไทยกับประเทศในภูมิภาค,0.43919113104060603
503,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),113.2Y: มูลค่าการลงทุนระหว่างไทยกับประเทศในภูมิภาค,-0.36836635665958095
504,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),117Y: มูลค่าการให้ความช่วยเหลือของไทยในอนุภูมิภาคและภูมิภาค,0.05620276645656329
505,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),120Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาอุตสาหกรรม (เฉลี่ยร้อยละ),0.8210138488715882
506,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),121Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาบริการ (เฉลี่ยร้อยละ),0.6521969894104903
507,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),122Y: อัตราการขยายตัวของผลิตภาพการผลิตของภาคอุตสาหกรรม (เฉลี่ยร้อยละ),-0.8092057986035599
508,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),138Y: ดัชนีการพัฒนามนุษย์ (Human Development Index: HDI),0.6712917059883411
509,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),144Y: อันดับขีดความสามารถในการแข่งขันของประเทศด้านการศึกษา,0.25999318520797154
510,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),145Y: ความสามารถในการแข่งขันของประเทศไทยในระดับสากลดีขึ้น (GTCI) (คะแนน),0.33361448960101125
511,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),154Y: ดัชนีคุณภาพมหาสมุทร (Ocean Health Index) ,-0.42278973896873207
512,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),174Y: การลงทุนเพื่อการวิจัยและพัฒนา,0.7833813474070114
513,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),183Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตเศรษฐกิจพิเศษทั้งหมด ,0.9399738723742487
514,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),184Y: มูลค่าการส่งเสริมการลงทุนในพื้นที่เขตเศรษฐกิจพิเศษทั้งหมด ในช่วง ๕ ปีแรก ,-0.22230004159702024
515,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),185Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตพัฒนาพิเศษภาคตะวันออก ,0.8138150695885047
516,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),186Y: มูลค่าการลงทุนในเขตพัฒนาพิเศษภาคตะวันออก  ,0.0802161086185794
517,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),187Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตพัฒนาพิเศษภาคใต้,0.8354012424688457
518,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),190Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของเขตพัฒนาเศรษฐกิจพิเศษชายแดน ,0.8916261027302895
519,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.1Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคกลาง),-0.34045437271533757
520,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.2Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคเหนือ),-0.8221627798206642
521,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.3Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคตะวันออกเฉียงเหนือ),0.38186031113568336
522,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.4Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคตะวันออก),0.2231894400312662
523,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.5Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคใต้),-0.355559701216984
524,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),200.6Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคใต้ชายแดน),-0.9623987101271194
525,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),201Y: มูลค่าผลิตภัณฑ์ภาคต่อหัว (GRP Per capita) ของภาคกลาง,0.2582696435243027
526,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.1Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ตะวันออกเฉียงเหนือ),0.7149664225429911
527,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.2Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (เหนือ),0.8429467357594057
528,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.3Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคใต้),0.7520090987000061
529,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.4Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคใต้ชายแดน),0.7857893849490369
530,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.5Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคตะวันออก),0.5300589845007135
531,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),202.6Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคกลาง และกรุงเทพฯ) ,0.23509762670851864
532,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),32: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคเหนือ),-0.4241588810438681
533,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),203.2Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคตะวันออกเฉียงเหนือ),-0.3486193390205987
534,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),203.3Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคกลาง/กทม.),0.5194833278755839
535,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),203.4Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคตะวันออก),0.6264089208454374
536,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),206Y: จำนวนผู้เสียชีวิต (ลดลงเฉลี่ย 4% ต่อปี) ,0.6501326383751
537,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),209.1Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดนครราชสีมา,0.9999999999990513
538,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),209.2Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดเชียงใหม่,0.9999999999990513
539,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),209.3Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดสมุทรปราการ,0.9999999999990513
540,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),211.2Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (สมุทรปราการ),-0.7045198526225465
541,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),211.3Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (เชียงใหม่),0.8286068659594892
542,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),211.4Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (ภูเก็ต),-0.16223268297126883
543,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),212.1Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคตะวันออกเฉียงเหนือ),-0.4845432003922079
544,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),212.2Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาตใต้ชายแดน),-0.4884682412348461
545,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),212.3Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคเหนือ),-0.37046452919883477
546,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),212.4Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (เชียงใหม่),-0.05746024742622399
547,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),212.5Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (นครราชสีมา),-0.5296207168461715
548,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),213Y: อัตราส่วนแพทย์ต่อประชากร (คน/แพทย์ 1 คน),-0.6507107215585916
549,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),22Y: การลงทุนเพื่อการวิจัยและพัฒนา (มูลค่าการลงทุนเพื่อการวิจัยและพัฒนา),-0.4991318400228375
550,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),24Y: สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศ (ค่าความเข้มการใช้พลังงานขั้นสุดท้าย) สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศลดลงจาก 8.22 เป็น 7.70 พันตันเทียบเท่าน้ามันดิบ/พันล้านบาท ในปี 2564,0.2268369556385853
551,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),27Y: สัดส่วนการใช้พลังงานทดแทนต่อปริมาณการใช้พลังงานขั้นสุดท้ายเพิ่มขึ้นจากร้อยละ 12.94 เป็นร้อยละ 17.34 ในปี 2564,-0.658394564461606
552,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),28Y: สัดส่วนการใช้ก๊าซธรรมชาติในการผลิตไฟฟ้าลดลงจากร้อยละ  65 เป็นร้อยละ 47 ใน ปี 2564,0.41071752521194854
553,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),37Y: อัตราผู้เสียชีวิตจากอุบัติเหตุทางถนน (คนต่อประชากร 1 แสนคน) ,0.27147428184757294
554,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),39Y: อัตราส่วนของครัวเรือนที่ใช้อินเทอร์เน็ต (ร้อยละ) ,-0.8420384181171553
555,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),40Y: สัดส่วนผลิตภัณฑ์มวลรวมของวิสาหกิจขนาดกลางและขนาดย่อมต่อผลิตภัณฑ์มวลรวมในประเทศ ,-0.6591806967165048
556,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),46Y: สัดส่วนการส่งออกของวิสาหกิจขนาดกลางและขนาดย่อมต่อการส่งออกรวมของประเทศ,-0.0684379935400157
557,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),69Y: อัตราการฆ่าตัวตายสำเร็จต่อประชากรแสนคนลดลง,-0.6981321171420678
558,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),79Y: อัตราเงินเฟ้อระยะปานกลางอยู่ที่ร้อยละ 2.5 ± 1.5,0.9095203891650852
559,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),80Y: หนี้สาธารณะคงค้าง ณ สิ้นแผนพัฒนาฯ ฉบับที่ 12 ไม่เกินร้อยละ 55 ของผลิตภัณฑ์มวลรวมในประเทศ,-0.0889777013963837
560,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),81Y: ดุลบัญชีเดินสะพัดไม่เกินร้อยละ 2 ต่อผลิตภัณฑ์มวลรวมในประเทศ,-0.7881386308318641
561,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),84Y: สัดส่วนพื้นที่ป่าไม้เป็นร้อยละ 40 ของพื้นที่ประเทศ,0.8216345060526336
562,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),91.1Y: มูลค่าความเสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.30999005159932763
563,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),91.2Y: พื้นที่เสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.7192702552918643
564,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),"92Y: พื้นที่ชลประทานเพิ่มขึ้นปีละ 350,000 ไร่",-0.3912598008018378
565,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),95Y: คุณภาพอากาศในพื้นที่วิกฤติหมอกควันได้รับการแก้ไขและมีค่าอยู่ในเกณฑ์มาตรฐาน (ร้อยละจำนวนวันที่ PM10 ใน 9 จังหวัดภาคเหนืออยู่ในเกณฑ์มาตรฐาน),-0.7510650486537658
566,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),102.1Y: จำนวนผู้เสียชีวิตจากภัยธรรมชาติลดลง,-0.22487130712667733
567,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),102.2Y: มูลค่าความเสียหายจากภัยธรรมชาติลดลง,0.32779147837379585
568,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),102.3Y: ค่าใช้จ่ายในการชดเชยผู้ได้รับผลกระทบจากภัยพิบัติในพื้นที่เสี่ยงภัยซ้าซากลดลง,0.709749177204892
569,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),103Y: สัดส่วนค่าใช้จ่ายการลงทุนเพื่อการวิจัยและพัฒนาเพิ่มสู่ร้อยละ 1.5 ของผลิตภัณฑ์มวลรวมในประเทศ,-0.5317894315916882
570,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),104Y: สัดส่วนการลงทุนวิจัยและพัฒนาของภาคเอกชนต่อภาครัฐ เพิ่มเป็น 70:30,-0.6505155006357998
571,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),"106Y: จำนวนบุคลากรด้านการวิจัยและพัฒนาเพิ่มเป็น 25 คนต่อประชากร 10,000 คน",-0.04348311080290685
572,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),113.1Y: มูลค่าการค้าระหว่างไทยกับประเทศในภูมิภาค,-0.5938561612952477
573,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),113.2Y: มูลค่าการลงทุนระหว่างไทยกับประเทศในภูมิภาค,-0.024465225113857084
574,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),117Y: มูลค่าการให้ความช่วยเหลือของไทยในอนุภูมิภาคและภูมิภาค,-0.27326076326602305
575,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),120Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาอุตสาหกรรม (เฉลี่ยร้อยละ),0.6908603627328966
576,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),121Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาบริการ (เฉลี่ยร้อยละ),0.46259784084291006
577,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),122Y: อัตราการขยายตัวของผลิตภาพการผลิตของภาคอุตสาหกรรม (เฉลี่ยร้อยละ),0.4777485559270837
578,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),138Y: ดัชนีการพัฒนามนุษย์ (Human Development Index: HDI),-0.6375777283035371
579,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),144Y: อันดับขีดความสามารถในการแข่งขันของประเทศด้านการศึกษา,0.044079514591145216
580,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),145Y: ความสามารถในการแข่งขันของประเทศไทยในระดับสากลดีขึ้น (GTCI) (คะแนน),-0.4084405393118578
581,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),152Y: ดัชนีสมรรถนะสิ่งแวดล้อม (คะแนน),0.12304522495140291
582,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),154Y: ดัชนีคุณภาพมหาสมุทร (Ocean Health Index) ,0.6692993994931916
583,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),174Y: การลงทุนเพื่อการวิจัยและพัฒนา,-0.4991318400228375
